FR0003500008;19/04/16;4521,60;4577,87;4521,60;4566,48;3598055
FR0003500008;20/04/16;4546,35;4596,33;4538,43;4591,92;3358701
FR0003500008;21/04/16;4604,23;4607,69;4551,33;4582,83;3957818
FR0003500008;22/04/16;4578,82;4580,52;4553,59;4569,66;2991187
FR0003500008;25/04/16;4561,92;4574,46;4522,23;4546,12;2800883
FR0003500008;26/04/16;4557,00;4579,12;4515,40;4533,18;3065910
FR0003500008;27/04/16;4534,99;4564,70;4525,79;4559,40;3069536
FR0003500008;28/04/16;4520,25;4557,36;4482,37;4557,36;3536941
FR0003500008;29/04/16;4500,43;4508,83;4428,59;4428,96;4086087
FR0003500008;02/05/16;4455,76;4458,74;4429,47;4442,75;1884349
FR0003500008;03/05/16;4435,00;4437,65;4364,01;4371,98;3224040
FR0003500008;04/05/16;4365,20;4387,75;4317,28;4324,23;3309325
FR0003500008;05/05/16;4321,36;4346,20;4303,25;4319,46;2303919
FR0003500008;06/05/16;4290,41;4311,49;4245,17;4301,24;3035126
FR0003500008;09/05/16;4322,69;4363,56;4302,96;4322,81;2681056
FR0003500008;10/05/16;4338,05;4374,75;4320,29;4338,21;2753340
FR0003500008;11/05/16;4335,14;4340,58;4289,38;4316,67;2400685
FR0003500008;12/05/16;4295,74;4361,88;4266,96;4293,27;2864297
FR0003500008;13/05/16;4264,77;4335,15;4253,13;4319,99;2733748
FR0003500008;16/05/16;4290,65;4316,28;4269,63;4312,28;1314326
FR0003500008;17/05/16;4325,11;4362,33;4273,86;4297,57;2898620
FR0003500008;18/05/16;4275,39;4322,23;4267,71;4319,30;2563488
FR0003500008;19/05/16;4292,25;4314,23;4274,57;4282,54;2908961
FR0003500008;20/05/16;4323,62;4353,90;4312,50;4353,90;3592314
FR0003500008;23/05/16;4344,89;4357,08;4300,18;4325,10;2412751
FR0003500008;24/05/16;4309,30;4440,65;4300,42;4431,52;3310930
FR0003500008;25/05/16;4457,85;4490,17;4445,79;4481,64;3293702
FR0003500008;26/05/16;4478,17;4513,77;4477,02;4512,64;2873032
FR0003500008;27/05/16;4498,43;4518,22;4493,06;4514,74;2459713
FR0003500008;30/05/16;4507,09;4531,18;4503,52;4529,40;1296511
FR0003500008;31/05/16;4532,32;4536,63;4496,86;4505,62;3670646
FR0003500008;01/06/16;4502,84;4507,22;4458,30;4475,39;2881277
FR0003500008;02/06/16;4468,84;4486,56;4447,62;4466,00;2769145
FR0003500008;03/06/16;4477,83;4492,20;4396,63;4421,78;3345873
FR0003500008;06/06/16;4407,01;4435,63;4407,01;4423,38;2080195
FR0003500008;07/06/16;4443,41;4486,47;4441,21;4475,86;2929923
FR0003500008;08/06/16;4461,28;4473,29;4435,35;4448,73;2597764
FR0003500008;09/06/16;4437,02;4438,38;4394,52;4405,61;2596152
FR0003500008;10/06/16;4390,81;4390,81;4301,10;4306,72;3418653
FR0003500008;13/06/16;4253,98;4275,97;4227,02;4227,02;3188412
FR0003500008;14/06/16;4175,21;4199,54;4127,87;4130,33;4089276
FR0003500008;15/06/16;4172,73;4204,01;4162,02;4171,58;3620519
FR0003500008;16/06/16;4116,50;4162,37;4109,82;4153,01;3382906
FR0003500008;17/06/16;4179,44;4218,53;4170,17;4193,83;5461706
FR0003500008;20/06/16;4301,19;4351,21;4292,92;4340,76;3399046
FR0003500008;21/06/16;4335,89;4382,91;4321,46;4367,24;2849468
FR0003500008;22/06/16;4398,40;4416,98;4372,35;4380,03;2706049
FR0003500008;23/06/16;4404,68;4490,55;4392,52;4465,90;3678184
FR0003500008;24/06/16;4114,58;4198,90;4007,97;4106,73;11563016
FR0003500008;27/06/16;4073,72;4115,47;3955,98;3984,72;6742637
FR0003500008;28/06/16;4074,36;4119,08;4059,90;4088,85;4890003
FR0003500008;29/06/16;4139,37;4206,35;4128,08;4195,32;4085359
FR0003500008;30/06/16;4182,11;4249,53;4155,45;4237,48;4350351
FR0003500008;01/07/16;4261,09;4288,72;4218,10;4273,96;3365108
FR0003500008;04/07/16;4288,50;4288,66;4233,00;4234,86;1932996
FR0003500008;05/07/16;4203,97;4216,06;4148,79;4163,42;3217082
FR0003500008;06/07/16;4127,20;4153,41;4062,07;4085,30;3893495
FR0003500008;07/07/16;4115,50;4167,88;4110,24;4117,85;3133785
FR0003500008;08/07/16;4106,65;4210,34;4102,68;4190,68;3223446
FR0003500008;11/07/16;4221,22;4271,71;4207,37;4264,53;2727658
FR0003500008;12/07/16;4272,45;4342,67;4270,99;4331,38;3301874
FR0003500008;13/07/16;4329,53;4358,67;4321,90;4335,26;2991716
FR0003500008;14/07/16;4375,67;4402,23;4345,44;4385,52;2836180
FR0003500008;15/07/16;4367,43;4383,69;4342,77;4372,51;2602831
FR0003500008;18/07/16;4375,09;4408,13;4334,36;4357,74;2028147
FR0003500008;19/07/16;4345,40;4357,34;4304,20;4330,13;2299279
FR0003500008;20/07/16;4354,57;4391,57;4333,36;4379,76;2373339
FR0003500008;21/07/16;4382,16;4389,90;4340,94;4376,25;2598039
FR0003500008;22/07/16;4365,38;4398,27;4345,23;4381,10;2116895
FR0003500008;25/07/16;4381,63;4419,77;4368,06;4388,00;2290774
FR0003500008;26/07/16;4385,32;4405,66;4353,62;4394,77;2376767
FR0003500008;27/07/16;4424,60;4469,90;4424,60;4446,96;3263418
FR0003500008;28/07/16;4447,21;4474,67;4420,58;4420,58;3382288
FR0003500008;29/07/16;4440,43;4440,43;4408,38;4439,81;3898979
FR0003500008;01/08/16;4469,99;4477,44;4395,33;4409,17;2613804
FR0003500008;02/08/16;4395,86;4398,20;4320,89;4327,99;3088118
FR0003500008;03/08/16;4346,31;4347,94;4293,34;4321,08;2867684
FR0003500008;04/08/16;4344,18;4359,79;4324,81;4345,63;2400746
FR0003500008;05/08/16;4362,94;4416,66;4361,58;4410,55;2768277
FR0003500008;08/08/16;4419,02;4441,16;4407,32;4415,46;2132979
FR0003500008;09/08/16;4412,86;4468,34;4410,72;4468,07;2269553
FR0003500008;10/08/16;4443,38;4465,89;4440,56;4452,01;2038777
FR0003500008;11/08/16;4471,30;4503,95;4446,46;4503,95;2129788
FR0003500008;12/08/16;4501,06;4510,06;4490,45;4500,19;1954534
FR0003500008;15/08/16;4503,65;4528,00;4494,49;4497,86;1332290
FR0003500008;16/08/16;4476,07;4499,59;4457,25;4460,44;2297544
FR0003500008;17/08/16;4475,13;4478,58;4415,33;4417,68;2012441
FR0003500008;18/08/16;4441,20;4447,25;4413,06;4437,06;1820162
FR0003500008;19/08/16;4436,09;4436,87;4373,75;4400,52;2322913
FR0003500008;22/08/16;4397,39;4443,07;4377,70;4389,94;1974453
FR0003500008;23/08/16;4406,34;4436,15;4404,00;4421,45;2214806
FR0003500008;24/08/16;4389,17;4453,73;4382,71;4435,47;2051196
FR0003500008;25/08/16;4414,41;4415,31;4377,79;4406,61;1932459
FR0003500008;26/08/16;4399,46;4455,61;4387,71;4441,87;2069418
FR0003500008;29/08/16;4421,46;4437,82;4390,04;4424,25;1336205
FR0003500008;30/08/16;4439,68;4475,02;4438,42;4457,49;2306449
FR0003500008;31/08/16;4451,40;4486,84;4438,22;4438,22;3267933
FR0003500008;01/09/16;4448,03;4490,91;4421,97;4439,67;3144266
FR0003500008;02/09/16;4461,29;4548,04;4446,50;4542,17;3110539
FR0003500008;05/09/16;4550,82;4566,55;4541,08;4541,08;2146127
FR0003500008;06/09/16;4556,35;4557,95;4523,44;4529,96;2256974
FR0003500008;07/09/16;4536,95;4561,36;4520,21;4557,66;2372921
FR0003500008;08/09/16;4554,15;4569,62;4485,47;4542,20;3086566
FR0003500008;09/09/16;4531,42;4541,76;4481,09;4491,40;2825147
FR0003500008;12/09/16;4415,23;4439,80;4386,11;4439,80;2987687
FR0003500008;13/09/16;4463,26;4470,26;4387,18;4387,18;2887507
FR0003500008;14/09/16;4407,45;4407,48;4360,95;4370,26;3335324
FR0003500008;15/09/16;4357,29;4381,54;4341,04;4373,22;3101198
FR0003500008;16/09/16;4359,87;4380,13;4310,88;4332,45;6580721
FR0003500008;19/09/16;4368,85;4398,97;4368,85;4394,19;2526589
FR0003500008;20/09/16;4383,31;4419,90;4375,57;4388,60;2331615
FR0003500008;21/09/16;4439,70;4451,32;4408,30;4409,55;2474197
FR0003500008;22/09/16;4444,50;4528,89;4443,67;4509,82;3420823
FR0003500008;23/09/16;4494,50;4498,35;4476,86;4488,69;2571641
FR0003500008;26/09/16;4455,59;4455,59;4402,13;4407,85;2800396
FR0003500008;27/09/16;4436,00;4438,59;4362,93;4398,68;2869134
FR0003500008;28/09/16;4413,12;4460,83;4413,12;4432,45;2404085
FR0003500008;29/09/16;4490,17;4505,30;4434,09;4443,84;2485097
FR0003500008;30/09/16;4383,70;4463,39;4342,64;4448,26;3691317
FR0003500008;03/10/16;4447,54;4465,29;4432,77;4453,56;1918377
FR0003500008;04/10/16;4458,67;4521,36;4453,67;4503,09;3107382
FR0003500008;05/10/16;4462,72;4499,38;4441,25;4489,95;3046911
FR0003500008;06/10/16;4500,36;4511,88;4470,12;4480,10;3172583
FR0003500008;07/10/16;4480,53;4487,18;4444,32;4449,91;3486768
FR0003500008;10/10/16;4458,07;4500,46;4428,73;4497,26;2679133
FR0003500008;11/10/16;4490,83;4520,18;4469,30;4471,74;3182307
FR0003500008;12/10/16;4467,09;4474,20;4442,02;4452,24;2748045
FR0003500008;13/10/16;4421,81;4421,81;4370,65;4405,17;3270992
FR0003500008;14/10/16;4424,25;4497,65;4424,25;4470,92;3015407
FR0003500008;17/10/16;4452,72;4474,33;4439,91;4450,23;2418132
FR0003500008;18/10/16;4479,68;4515,61;4474,84;4508,91;2946900
FR0003500008;19/10/16;4513,49;4528,97;4495,94;4520,30;2678893
FR0003500008;20/10/16;4525,34;4552,24;4500,65;4540,12;3147097
FR0003500008;21/10/16;4546,65;4555,11;4517,80;4536,07;3104662
FR0003500008;24/10/16;4551,73;4579,28;4551,73;4552,58;2662424
FR0003500008;25/10/16;4560,46;4570,63;4528,03;4540,84;2865189
FR0003500008;26/10/16;4523,96;4539,07;4496,97;4534,59;3254018
FR0003500008;27/10/16;4526,34;4556,74;4502,55;4533,57;3182218
FR0003500008;28/10/16;4515,68;4554,35;4504,50;4548,58;3361560
FR0003500008;31/10/16;4525,60;4540,26;4500,19;4509,26;3006753
FR0003500008;01/11/16;4532,34;4537,99;4460,54;4470,28;2656432
FR0003500008;02/11/16;4437,99;4449,44;4414,67;4414,67;2950126
FR0003500008;03/11/16;4402,79;4456,21;4399,29;4411,68;3209023
FR0003500008;04/11/16;4403,16;4403,64;4355,81;4377,46;3099103
FR0003500008;07/11/16;4440,11;4464,23;4430,13;4461,21;2736121
FR0003500008;08/11/16;4454,58;4482,59;4446,39;4476,89;2774390
FR0003500008;09/11/16;4350,07;4543,48;4344,88;4543,48;5676024
FR0003500008;10/11/16;4577,01;4606,66;4502,74;4530,95;6474113
FR0003500008;11/11/16;4545,05;4553,79;4473,35;4489,27;3753340
FR0003500008;14/11/16;4528,05;4560,88;4492,03;4508,55;3804377
FR0003500008;15/11/16;4524,98;4541,46;4504,35;4536,53;3230510
FR0003500008;16/11/16;4545,89;4548,83;4479,94;4501,14;3227833
FR0003500008;17/11/16;4494,53;4527,77;4482,58;4527,77;2859192
FR0003500008;18/11/16;4547,05;4551,63;4496,74;4504,35;3355279
FR0003500008;21/11/16;4525,46;4540,90;4479,69;4529,58;2658968
FR0003500008;22/11/16;4561,70;4571,79;4541,58;4548,35;3861804
FR0003500008;23/11/16;4557,93;4559,21;4509,02;4529,21;3372894
FR0003500008;24/11/16;4537,27;4552,04;4520,49;4542,56;1953221
FR0003500008;25/11/16;4548,85;4555,47;4524,34;4550,27;2040863
FR0003500008;28/11/16;4544,09;4545,14;4499,20;4510,39;2683643
FR0003500008;29/11/16;4506,91;4551,46;4494,37;4551,46;2904143
FR0003500008;30/11/16;4548,98;4597,54;4547,58;4578,34;4405645
FR0003500008;01/12/16;4571,20;4582,83;4541,02;4560,61;3698803
FR0003500008;02/12/16;4527,84;4545,25;4490,15;4528,82;3283289
FR0003500008;05/12/16;4506,66;4605,56;4502,20;4574,32;3380033
FR0003500008;06/12/16;4576,87;4639,91;4558,90;4631,94;3883311
FR0003500008;07/12/16;4676,61;4694,72;4658,73;4694,72;4535550
FR0003500008;08/12/16;4709,89;4748,51;4688,58;4735,48;4898470
FR0003500008;09/12/16;4741,10;4780,52;4737,38;4764,07;4034189
FR0003500008;12/12/16;4769,84;4780,95;4754,15;4760,77;3405746
FR0003500008;13/12/16;4754,22;4807,88;4746,55;4803,87;3747809
FR0003500008;14/12/16;4778,96;4790,63;4765,01;4769,24;3735066
FR0003500008;15/12/16;4776,83;4830,30;4776,33;4819,23;4844741
FR0003500008;16/12/16;4815,35;4856,96;4804,70;4833,27;7560774
FR0003500008;19/12/16;4820,49;4829,55;4812,08;4822,77;3032630
FR0003500008;20/12/16;4822,30;4852,58;4815,23;4849,89;2996138
FR0003500008;21/12/16;4831,56;4851,52;4821,24;4833,82;2360797
FR0003500008;22/12/16;4825,15;4841,65;4818,81;4834,63;2264357
FR0003500008;23/12/16;4837,41;4844,80;4825,93;4839,68;1624963
FR0003500008;27/12/16;4840,17;4852,55;4837,00;4848,28;1136092
FR0003500008;28/12/16;4846,14;4851,51;4840,14;4848,01;1584750
FR0003500008;29/12/16;4824,75;4845,67;4822,29;4838,47;1428197
FR0003500008;30/12/16;4837,68;4864,29;4825,14;4862,31;1983825
FR0003500008;02/01/17;4845,96;4896,01;4843,93;4882,38;1169888
FR0003500008;03/01/17;4904,77;4929,60;4896,11;4899,33;3005268
FR0003500008;04/01/17;4912,95;4913,94;4879,23;4899,40;2887044
FR0003500008;05/01/17;4881,72;4905,84;4874,79;4900,64;2968784
FR0003500008;06/01/17;4885,19;4911,49;4874,42;4909,84;2651627
FR0003500008;09/01/17;4915,35;4915,60;4867,83;4887,57;2595038
FR0003500008;10/01/17;4894,45;4906,15;4868,50;4888,23;3005772
FR0003500008;11/01/17;4890,04;4916,48;4856,50;4888,71;3115141
FR0003500008;12/01/17;4873,01;4889,21;4857,44;4863,97;3302762
FR0003500008;13/01/17;4889,45;4924,58;4883,06;4922,49;3952794
FR0003500008;16/01/17;4883,43;4911,39;4879,80;4882,18;2876860
FR0003500008;17/01/17;4865,19;4889,16;4841,68;4859,69;2892545
FR0003500008;18/01/17;4874,31;4875,74;4827,11;4853,40;2918464
FR0003500008;19/01/17;4859,76;4867,58;4829,82;4841,14;3563285
FR0003500008;20/01/17;4834,30;4869,38;4818,88;4850,67;4348020
FR0003500008;23/01/17;4816,98;4842,97;4800,39;4821,41;2827245
FR0003500008;24/01/17;4831,95;4840,50;4816,73;4830,03;2894798
FR0003500008;25/01/17;4865,09;4890,16;4854,55;4877,67;3805374
FR0003500008;26/01/17;4891,86;4901,07;4855,76;4867,24;3176092
FR0003500008;27/01/17;4867,31;4867,31;4829,70;4839,98;2811953
FR0003500008;30/01/17;4823,50;4830,69;4771,98;4784,64;2874512
FR0003500008;31/01/17;4790,28;4812,55;4748,90;4748,90;3681335
FR0003500008;01/02/17;4786,85;4823,81;4782,61;4794,58;3276466
FR0003500008;02/02/17;4785,14;4812,31;4774,18;4794,29;2996839
FR0003500008;03/02/17;4808,46;4847,47;4803,91;4825,42;2679247
FR0003500008;06/02/17;4829,68;4841,17;4773,35;4778,08;2643982
FR0003500008;07/02/17;4762,17;4787,94;4750,03;4754,47;2942323
FR0003500008;08/02/17;4768,00;4790,29;4733,82;4766,60;3628763
FR0003500008;09/02/17;4793,01;4831,31;4769,86;4826,24;3464128
FR0003500008;10/02/17;4842,91;4845,45;4815,67;4828,32;3348598
FR0003500008;13/02/17;4844,22;4906,71;4841,60;4888,19;3092800
FR0003500008;14/02/17;4887,23;4897,89;4878,79;4895,82;3080589
FR0003500008;15/02/17;4910,57;4932,35;4902,16;4924,86;3339668
FR0003500008;16/02/17;4925,54;4928,25;4890,48;4899,46;3338979
FR0003500008;17/02/17;4896,97;4903,16;4843,01;4867,58;3844649
FR0003500008;20/02/17;4894,25;4901,41;4856,12;4864,99;2353639
FR0003500008;21/02/17;4865,89;4900,38;4849,91;4888,76;2927122
FR0003500008;22/02/17;4899,65;4922,64;4866,12;4895,88;3576469
FR0003500008;23/02/17;4900,80;4916,44;4880,49;4891,29;3256338
FR0003500008;24/02/17;4886,51;4890,11;4806,49;4845,24;3598111
FR0003500008;27/02/17;4864,13;4869,51;4833,77;4845,18;2746796
FR0003500008;28/02/17;4862,65;4865,95;4836,53;4858,58;3366177
FR0003500008;01/03/17;4897,48;4970,64;4897,48;4960,83;3995369
FR0003500008;02/03/17;4965,27;4972,88;4955,41;4963,80;3240877
FR0003500008;03/03/17;4953,30;5002,32;4948,72;4995,13;3369754
FR0003500008;06/03/17;4983,96;4985,24;4960,26;4972,19;2856388
FR0003500008;07/03/17;4974,79;4974,79;4941,26;4955,00;2718305
FR0003500008;08/03/17;4941,18;4976,04;4933,77;4960,48;2796218
FR0003500008;09/03/17;4950,53;4988,63;4939,87;4981,51;3696748
FR0003500008;10/03/17;4994,00;5022,10;4990,15;4993,32;3498320
FR0003500008;13/03/17;4997,88;5013,08;4986,06;4999,60;2677809
FR0003500008;14/03/17;5006,05;5006,05;4958,88;4974,26;2958728
FR0003500008;15/03/17;4980,05;4989,30;4966,05;4985,48;2841846
FR0003500008;16/03/17;5027,10;5031,57;5004,62;5013,38;3883702
FR0003500008;17/03/17;5006,71;5037,85;5001,39;5029,24;6032885
FR0003500008;20/03/17;5008,08;5030,06;5004,08;5012,16;2372751
FR0003500008;21/03/17;5030,20;5054,91;4990,64;5002,43;3272568
FR0003500008;22/03/17;4969,11;5005,06;4953,57;4994,70;3403519
FR0003500008;23/03/17;4996,62;5032,94;4980,56;5032,76;3085028
FR0003500008;24/03/17;5027,19;5027,19;5003,58;5020,90;2503278
FR0003500008;27/03/17;4975,09;5017,88;4971,07;5017,43;2918167
FR0003500008;28/03/17;5027,13;5048,11;5008,67;5046,20;2839803
FR0003500008;29/03/17;5063,70;5073,23;5044,42;5069,04;2848218
FR0003500008;30/03/17;5075,61;5090,92;5063,07;5089,64;2622424
FR0003500008;31/03/17;5077,30;5122,51;5067,74;5122,51;3792284
FR0003500008;03/04/17;5130,18;5132,93;5083,14;5085,91;2954467
FR0003500008;04/04/17;5087,60;5101,13;5076,35;5101,13;2937851
FR0003500008;05/04/17;5104,71;5123,78;5087,68;5091,85;3070518
FR0003500008;06/04/17;5063,62;5126,74;5051,61;5121,44;3142581
FR0003500008;07/04/17;5104,73;5135,28;5098,05;5135,28;3013546
FR0003500008;10/04/17;5127,36;5127,36;5097,56;5107,45;2546741
FR0003500008;11/04/17;5086,61;5119,18;5068,25;5101,86;3353277
FR0003500008;12/04/17;5114,50;5142,81;5093,98;5101,11;3046401
FR0003500008;13/04/17;5090,48;5090,48;5062,32;5071,10;3514603
FR0003500008;18/04/17;5078,25;5080,03;4990,25;4990,25;4300269
FR0003500008;19/04/17;4987,29;5011,33;4980,41;5003,73;3724508
FR0003500008;20/04/17;4992,47;5093,60;4989,26;5077,91;4697474
FR0003500008;21/04/17;5063,36;5081,61;5029,06;5059,20;6030581
FR0003500008;24/04/17;5267,88;5295,47;5228,54;5268,85;8742612
FR0003500008;25/04/17;5274,36;5293,39;5259,63;5277,88;4402496
FR0003500008;26/04/17;5276,37;5296,52;5270,32;5287,88;4512180
FR0003500008;27/04/17;5276,97;5278,96;5261,73;5271,70;4066303
FR0003500008;28/04/17;5267,66;5287,85;5265,36;5267,33;4497495
FR0003500008;02/05/17;5284,88;5305,95;5274,29;5304,15;3795931
FR0003500008;03/05/17;5299,74;5301,61;5282,45;5301,00;3487361
FR0003500008;04/05/17;5309,39;5372,42;5304,46;5372,42;4932939
FR0003500008;05/05/17;5344,92;5432,40;5343,02;5432,40;5083354
FR0003500008;08/05/17;5442,10;5442,10;5374,20;5382,95;4569368
FR0003500008;09/05/17;5404,14;5413,60;5394,13;5398,01;3713163
FR0003500008;10/05/17;5398,81;5402,34;5377,75;5400,46;3744039
FR0003500008;11/05/17;5409,90;5409,99;5356,41;5383,42;4235406
FR0003500008;12/05/17;5386,79;5405,42;5375,48;5405,42;3949667
FR0003500008;15/05/17;5411,27;5417,40;5384,54;5417,40;3239263
FR0003500008;16/05/17;5398,15;5417,17;5389,87;5406,10;3500206
FR0003500008;17/05/17;5375,84;5394,88;5297,43;5317,89;4089118
FR0003500008;18/05/17;5309,91;5322,70;5238,51;5289,73;5077150
FR0003500008;19/05/17;5299,40;5334,45;5292,12;5324,40;4539294
FR0003500008;22/05/17;5335,12;5339,41;5315,23;5322,88;2950617
FR0003500008;23/05/17;5317,12;5368,88;5314,48;5348,16;3277144
FR0003500008;24/05/17;5336,98;5353,01;5326,59;5341,34;3065204
FR0003500008;25/05/17;5360,97;5366,70;5323,11;5337,16;2617803
FR0003500008;26/05/17;5328,86;5336,76;5282,42;5336,64;3158564
FR0003500008;29/05/17;5327,73;5335,78;5316,69;5332,47;1591040
FR0003500008;30/05/17;5291,08;5309,36;5273,56;5305,94;3198159
FR0003500008;31/05/17;5306,21;5334,57;5283,63;5283,63;5780058
FR0003500008;01/06/17;5290,84;5327,60;5287,99;5318,67;3311646
FR0003500008;02/06/17;5347,86;5372,97;5328,19;5343,41;3737470
FR0003500008;05/06/17;5337,11;5343,79;5299,76;5307,89;1966960
FR0003500008;06/06/17;5280,20;5296,42;5260,95;5269,22;3292389
FR0003500008;07/06/17;5261,42;5320,04;5254,03;5265,53;3734608
FR0003500008;08/06/17;5264,69;5290,50;5250,68;5264,24;3427740
FR0003500008;09/06/17;5275,99;5320,17;5266,83;5299,71;3260989
FR0003500008;12/06/17;5282,58;5286,10;5233,69;5240,59;3530523
FR0003500008;13/06/17;5254,14;5273,87;5248,29;5261,74;3041688
FR0003500008;14/06/17;5283,60;5314,96;5243,29;5243,29;3939780
FR0003500008;15/06/17;5235,36;5235,88;5176,67;5216,88;4690400
FR0003500008;16/06/17;5243,53;5273,68;5236,00;5263,31;7193521
FR0003500008;19/06/17;5305,22;5331,32;5302,05;5310,72;3212035
FR0003500008;20/06/17;5330,58;5339,55;5293,65;5293,65;3288039
FR0003500008;21/06/17;5273,00;5286,06;5224,05;5274,26;3481067
FR0003500008;22/06/17;5259,55;5286,46;5232,82;5281,93;3281935
FR0003500008;23/06/17;5273,24;5283,88;5247,52;5266,12;2689991
FR0003500008;26/06/17;5295,04;5323,73;5289,56;5295,75;2999819
FR0003500008;27/06/17;5282,87;5284,96;5237,67;5258,58;3762537
FR0003500008;28/06/17;5235,83;5273,95;5203,90;5252,90;4037195
FR0003500008;29/06/17;5268,23;5272,94;5143,82;5154,35;4841087
FR0003500008;30/06/17;5157,59;5192,39;5117,23;5120,68;4210650
FR0003500008;03/07/17;5151,19;5200,73;5151,19;5195,72;3112584
FR0003500008;04/07/17;5170,54;5197,81;5165,86;5174,90;2287380
FR0003500008;05/07/17;5174,79;5192,51;5160,86;5180,10;3455235
FR0003500008;06/07/17;5177,21;5177,62;5111,16;5152,40;4060260
FR0003500008;07/07/17;5149,79;5155,42;5125,99;5145,16;3132438
FR0003500008;10/07/17;5160,70;5179,34;5147,67;5165,64;2455372
FR0003500008;11/07/17;5172,03;5186,44;5135,95;5140,60;2649248
FR0003500008;12/07/17;5158,23;5239,02;5157,84;5222,13;3572586
FR0003500008;13/07/17;5228,93;5259,47;5221,58;5235,40;3117659
FR0003500008;14/07/17;5246,20;5246,78;5215,98;5235,31;2554142
FR0003500008;17/07/17;5238,41;5246,23;5214,31;5230,17;2348657
FR0003500008;18/07/17;5219,67;5233,15;5164,63;5173,27;3214759
FR0003500008;19/07/17;5196,13;5218,99;5174,29;5216,07;2884488
FR0003500008;20/07/17;5239,46;5251,25;5177,73;5199,22;3436195
FR0003500008;21/07/17;5188,92;5208,85;5095,12;5117,66;4576450
FR0003500008;24/07/17;5133,68;5143,48;5094,36;5127,70;3026080
FR0003500008;25/07/17;5130,53;5193,19;5130,53;5161,08;3741891
FR0003500008;26/07/17;5162,24;5208,33;5158,79;5190,17;3338945
FR0003500008;27/07/17;5181,15;5218,56;5172,78;5186,95;4227137
FR0003500008;28/07/17;5144,03;5144,03;5105,72;5131,39;4633147
FR0003500008;31/07/17;5127,63;5148,15;5092,14;5093,77;3842621
FR0003500008;01/08/17;5116,90;5148,49;5087,38;5127,03;3342959
FR0003500008;02/08/17;5122,38;5135,14;5094,64;5107,25;3462466
FR0003500008;03/08/17;5097,14;5142,91;5084,20;5130,49;3134223
FR0003500008;04/08/17;5122,40;5216,40;5118,61;5203,44;3258826
FR0003500008;07/08/17;5210,73;5220,59;5195,26;5207,89;2620942
FR0003500008;08/08/17;5200,20;5231,65;5191,38;5218,89;2584169
FR0003500008;09/08/17;5182,05;5183,37;5122,50;5145,70;3457855
FR0003500008;10/08/17;5140,99;5148,47;5096,19;5115,23;2922295
FR0003500008;11/08/17;5081,92;5086,06;5046,75;5060,92;3380605
FR0003500008;14/08/17;5082,87;5136,19;5080,01;5121,67;2368776
FR0003500008;15/08/17;5141,02;5158,50;5123,97;5140,25;1912859
FR0003500008;16/08/17;5159,10;5200,16;5159,10;5176,61;2338531
FR0003500008;17/08/17;5164,54;5180,26;5137,42;5146,85;2710668
FR0003500008;18/08/17;5103,47;5117,04;5074,45;5114,15;3085581
